Day,Location,Product,Planned_Shipment
1,Online Platform,Product_6,7
1,Online Platform,Product_7,9
1,Online Platform,Product_8,7
1,Online Platform,Product_9,11
1,Online Platform,Product_10,11
1,Online Platform,Product_11,10
1,Online Platform,Product_12,3
1,Online Platform,Product_13,6
1,Online Platform,Product_14,13
1,Online Platform,Product_15,11
1,Online Platform,Product_16,9
1,Online Platform,Product_17,18
1,Online Platform,Product_18,7
1,Online Platform,Product_19,12
1,Online Platform,Product_20,14
2,Store_1,Product_1,13
2,Store_1,Product_2,6
2,Store_1,Product_3,13
2,Store_1,Product_4,10
2,Store_1,Product_5,14
2,Store_1,Product_6,13
2,Store_1,Product_7,9
2,Store_1,Product_8,8
2,Store_1,Product_9,10
2,Store_1,Product_10,15
2,Store_1,Product_11,10
2,Store_1,Product_12,11
2,Store_1,Product_13,16
2,Store_1,Product_14,2
2,Store_1,Product_15,13
2,Store_1,Product_16,10
2,Store_1,Product_17,1
2,Store_1,Product_18,8
2,Store_1,Product_19,12
2,Store_1,Product_20,11
2,Store_2,Product_1,1
2,Store_2,Product_2,13
2,Store_2,Product_3,14
2,Store_2,Product_4,9
2,Store_2,Product_5,6
2,Store_2,Product_6,12
2,Store_2,Product_7,11
2,Store_2,Product_8,10
2,Store_2,Product_9,8
2,Store_2,Product_10,15
2,Store_2,Product_11,9
2,Store_2,Product_12,17
2,Store_2,Product_13,11
2,Store_2,Product_14,11
2,Store_2,Product_15,11
2,Store_2,Product_16,15
2,Store_2,Product_17,6
2,Store_2,Product_18,11
2,Store_2,Product_19,16
2,Store_2,Product_20,14
2,Store_3,Product_1,15
2,Store_3,Product_2,10
2,Store_3,Product_3,9
2,Store_3,Product_4,8
2,Store_3,Product_5,2
2,Store_3,Product_6,15
2,Store_3,Product_7,6
2,Store_3,Product_8,9
2,Store_3,Product_9,9
2,Store_3,Product_10,6
2,Store_3,Product_11,9
2,Store_3,Product_12,3
2,Store_3,Product_13,11
2,Store_3,Product_14,12
2,Store_3,Product_15,13
2,Store_3,Product_16,8
2,Store_3,Product_17,11
2,Store_3,Product_18,12
2,Store_3,Product_19,1
2,Store_3,Product_20,7
2,Store_4,Product_1,10
2,Store_4,Product_2,9
2,Store_4,Product_3,9
2,Store_4,Product_4,11
2,Store_4,Product_5,7
2,Store_4,Product_6,17
2,Store_4,Product_7,8
2,Store_4,Product_8,9
2,Store_4,Product_9,6
2,Store_4,Product_10,12
2,Store_4,Product_11,7
2,Store_4,Product_12,3
2,Store_4,Product_13,1
2,Store_4,Product_14,5
2,Store_4,Product_15,7
2,Store_4,Product_16,3
2,Store_4,Product_17,7
2,Store_4,Product_18,15
2,Store_4,Product_19,5
2,Store_4,Product_20,11
2,Store_5,Product_1,8
2,Store_5,Product_2,9
2,Store_5,Product_3,8
2,Store_5,Product_4,9
2,Store_5,Product_5,9
2,Store_5,Product_6,10
2,Store_5,Product_7,13
2,Store_5,Product_8,10
2,Store_5,Product_9,7
2,Store_5,Product_10,10
2,Store_5,Product_11,8
2,Store_5,Product_12,15
2,Store_5,Product_13,11
2,Store_5,Product_14,10
2,Store_5,Product_15,14
2,Store_5,Product_16,11
2,Store_5,Product_17,12
2,Store_5,Product_18,15
2,Store_5,Product_19,9
2,Store_5,Product_20,3
2,Store_6,Product_1,12
2,Store_6,Product_2,11
2,Store_6,Product_3,9
2,Store_6,Product_4,9
2,Store_6,Product_5,8
2,Store_6,Product_6,10
2,Store_6,Product_7,16
2,Store_6,Product_8,7
2,Store_6,Product_9,8
2,Store_6,Product_10,11
2,Store_6,Product_11,8
2,Store_6,Product_12,10
2,Store_6,Product_13,0
2,Store_6,Product_14,7
2,Store_6,Product_15,11
2,Store_6,Product_16,9
2,Store_6,Product_17,10
2,Store_6,Product_18,11
2,Store_6,Product_19,7
2,Store_6,Product_20,10
2,Store_7,Product_1,16
2,Store_7,Product_2,10
2,Store_7,Product_3,4
2,Store_7,Product_4,13
2,Store_7,Product_5,11
2,Store_7,Product_6,6
2,Store_7,Product_7,12
2,Store_7,Product_8,12
2,Store_7,Product_9,8
2,Store_7,Product_10,13
2,Store_7,Product_11,11
2,Store_7,Product_12,8
2,Store_7,Product_13,9
2,Store_7,Product_14,9
2,Store_7,Product_15,12
2,Store_7,Product_16,5
2,Store_7,Product_17,8
2,Store_7,Product_18,7
2,Store_7,Product_19,9
2,Store_7,Product_20,12
2,Store_8,Product_1,5
2,Store_8,Product_2,10
2,Store_8,Product_3,11
2,Store_8,Product_4,10
2,Store_8,Product_5,6
2,Store_8,Product_6,2
2,Store_8,Product_7,0
2,Store_8,Product_8,4
2,Store_8,Product_9,7
2,Store_8,Product_10,10
2,Store_8,Product_11,11
2,Store_8,Product_12,8
2,Store_8,Product_13,17
2,Store_8,Product_14,13
2,Store_8,Product_15,10
2,Store_8,Product_16,9
2,Store_8,Product_17,7
2,Store_8,Product_18,10
2,Store_8,Product_19,7
2,Store_8,Product_20,10
2,Store_9,Product_1,11
2,Store_9,Product_2,8
2,Store_9,Product_3,3
2,Store_9,Product_4,11
2,Store_9,Product_5,14
2,Store_9,Product_6,12
2,Store_9,Product_7,13
2,Store_9,Product_8,6
2,Store_9,Product_9,12
2,Store_9,Product_10,10
2,Store_9,Product_11,8
2,Store_9,Product_12,7
2,Store_9,Product_13,10
2,Store_9,Product_14,8
2,Store_9,Product_15,16
2,Store_9,Product_16,16
2,Store_9,Product_17,4
2,Store_9,Product_18,12
2,Store_9,Product_19,11
2,Store_9,Product_20,11
2,Store_10,Product_1,5
2,Store_10,Product_2,8
2,Store_10,Product_3,9
2,Store_10,Product_4,9
2,Store_10,Product_5,13
2,Store_10,Product_6,7
2,Store_10,Product_7,12
2,Store_10,Product_8,6
2,Store_10,Product_9,16
2,Store_10,Product_10,11
2,Store_10,Product_11,9
2,Store_10,Product_12,7
2,Store_10,Product_13,0
2,Store_10,Product_14,7
2,Store_10,Product_15,11
2,Store_10,Product_16,11
2,Store_10,Product_17,2
2,Store_10,Product_18,6
2,Store_10,Product_19,9
2,Store_10,Product_20,10
2,Online Platform,Product_1,11
2,Online Platform,Product_2,13
2,Online Platform,Product_3,9
2,Online Platform,Product_4,4
2,Online Platform,Product_5,10
2,Online Platform,Product_6,8
2,Online Platform,Product_7,5
2,Online Platform,Product_8,10
2,Online Platform,Product_9,12
2,Online Platform,Product_10,10
2,Online Platform,Product_11,8
2,Online Platform,Product_12,4
2,Online Platform,Product_13,6
2,Online Platform,Product_14,7
2,Online Platform,Product_15,5
2,Online Platform,Product_16,12
2,Online Platform,Product_17,16
2,Online Platform,Product_18,10
2,Online Platform,Product_19,14
2,Online Platform,Product_20,13
3,Store_1,Product_1,13
3,Store_1,Product_2,15
3,Store_1,Product_3,13
3,Store_1,Product_4,11
3,Store_1,Product_5,12
3,Store_1,Product_6,4
3,Store_1,Product_7,8
3,Store_1,Product_8,13
3,Store_1,Product_9,10
3,Store_1,Product_10,12
3,Store_1,Product_11,11
3,Store_1,Product_12,12
3,Store_1,Product_13,10
3,Store_1,Product_14,2
3,Store_1,Product_15,9
3,Store_1,Product_16,11
3,Store_1,Product_17,1
3,Store_1,Product_18,9
3,Store_1,Product_19,7
3,Store_1,Product_20,11
3,Store_2,Product_1,1
3,Store_2,Product_2,15
3,Store_2,Product_3,7
3,Store_2,Product_4,10
3,Store_2,Product_5,14
3,Store_2,Product_6,10
3,Store_2,Product_7,11
3,Store_2,Product_8,7
3,Store_2,Product_9,8
3,Store_2,Product_10,9
3,Store_2,Product_11,4
3,Store_2,Product_12,10
3,Store_2,Product_13,13
3,Store_2,Product_14,7
3,Store_2,Product_15,12
3,Store_2,Product_16,6
3,Store_2,Product_17,12
3,Store_2,Product_18,10
3,Store_2,Product_19,13
3,Store_2,Product_20,14
3,Store_3,Product_1,5
3,Store_3,Product_2,16
3,Store_3,Product_3,6
3,Store_3,Product_4,16
3,Store_3,Product_5,2
3,Store_3,Product_6,18
3,Store_3,Product_7,6
3,Store_3,Product_8,14
3,Store_3,Product_9,10
3,Store_3,Product_10,12
3,Store_3,Product_11,12
3,Store_3,Product_12,3
3,Store_3,Product_13,9
3,Store_3,Product_14,12
3,Store_3,Product_15,11
3,Store_3,Product_16,8
3,Store_3,Product_17,12
3,Store_3,Product_18,12
3,Store_3,Product_19,1
3,Store_3,Product_20,9
3,Store_4,Product_1,13
3,Store_4,Product_2,9
3,Store_4,Product_3,9
3,Store_4,Product_4,6
3,Store_4,Product_5,7
3,Store_4,Product_6,12
3,Store_4,Product_7,9
3,Store_4,Product_8,9
3,Store_4,Product_9,12
3,Store_4,Product_10,10
3,Store_4,Product_11,14
3,Store_4,Product_12,3
3,Store_4,Product_13,1
3,Store_4,Product_14,5
3,Store_4,Product_15,10
3,Store_4,Product_16,3
3,Store_4,Product_17,16
3,Store_4,Product_18,16
3,Store_4,Product_19,5
3,Store_4,Product_20,7
3,Store_5,Product_1,8
3,Store_5,Product_2,10
3,Store_5,Product_3,11
3,Store_5,Product_4,8
3,Store_5,Product_5,6
3,Store_5,Product_6,12
3,Store_5,Product_7,10
3,Store_5,Product_8,5
3,Store_5,Product_9,10
3,Store_5,Product_10,10
3,Store_5,Product_11,11
3,Store_5,Product_12,14
3,Store_5,Product_13,7
3,Store_5,Product_14,9
3,Store_5,Product_15,15
3,Store_5,Product_16,7
3,Store_5,Product_17,8
3,Store_5,Product_18,9
3,Store_5,Product_19,5
3,Store_5,Product_20,9
3,Store_6,Product_1,14
3,Store_6,Product_2,5
3,Store_6,Product_3,11
3,Store_6,Product_4,10
3,Store_6,Product_5,9
3,Store_6,Product_6,6
3,Store_6,Product_7,9
3,Store_6,Product_8,12
3,Store_6,Product_9,11
3,Store_6,Product_10,4
3,Store_6,Product_11,8
3,Store_6,Product_12,8
3,Store_6,Product_13,0
3,Store_6,Product_14,7
3,Store_6,Product_15,13
3,Store_6,Product_16,10
3,Store_6,Product_17,10
3,Store_6,Product_18,8
3,Store_6,Product_19,7
3,Store_6,Product_20,12
3,Store_7,Product_1,4
3,Store_7,Product_2,18
3,Store_7,Product_3,4
3,Store_7,Product_4,10
3,Store_7,Product_5,9
3,Store_7,Product_6,6
3,Store_7,Product_7,7
3,Store_7,Product_8,16
3,Store_7,Product_9,11
3,Store_7,Product_10,11
3,Store_7,Product_11,13
3,Store_7,Product_12,13
3,Store_7,Product_13,12
3,Store_7,Product_14,8
3,Store_7,Product_15,9
3,Store_7,Product_16,16
3,Store_7,Product_17,8
3,Store_7,Product_18,9
3,Store_7,Product_19,14
3,Store_7,Product_20,16
3,Store_8,Product_1,13
3,Store_8,Product_2,8
3,Store_8,Product_3,9
3,Store_8,Product_4,12
3,Store_8,Product_5,13
3,Store_8,Product_6,2
3,Store_8,Product_7,0
3,Store_8,Product_8,4
3,Store_8,Product_9,6
3,Store_8,Product_10,4
3,Store_8,Product_11,9
3,Store_8,Product_12,8
3,Store_8,Product_13,5
3,Store_8,Product_14,7
3,Store_8,Product_15,11
3,Store_8,Product_16,10
3,Store_8,Product_17,7
3,Store_8,Product_18,6
3,Store_8,Product_19,5
3,Store_8,Product_20,4
3,Store_9,Product_1,11
3,Store_9,Product_2,11
3,Store_9,Product_3,3
3,Store_9,Product_4,14
3,Store_9,Product_5,7
3,Store_9,Product_6,9
3,Store_9,Product_7,12
3,Store_9,Product_8,10
3,Store_9,Product_9,7
3,Store_9,Product_10,6
3,Store_9,Product_11,7
3,Store_9,Product_12,10
3,Store_9,Product_13,10
3,Store_9,Product_14,14
3,Store_9,Product_15,10
3,Store_9,Product_16,8
3,Store_9,Product_17,10
3,Store_9,Product_18,9
3,Store_9,Product_19,17
3,Store_9,Product_20,8
3,Store_10,Product_1,5
3,Store_10,Product_2,14
3,Store_10,Product_3,15
3,Store_10,Product_4,11
3,Store_10,Product_5,11
3,Store_10,Product_6,10
3,Store_10,Product_7,12
3,Store_10,Product_8,12
3,Store_10,Product_9,5
3,Store_10,Product_10,4
3,Store_10,Product_11,12
3,Store_10,Product_12,8
3,Store_10,Product_13,0
3,Store_10,Product_14,7
3,Store_10,Product_15,5
3,Store_10,Product_16,13
3,Store_10,Product_17,2
3,Store_10,Product_18,13
3,Store_10,Product_19,9
3,Store_10,Product_20,6
3,Online Platform,Product_1,13
3,Online Platform,Product_2,10
3,Online Platform,Product_3,11
3,Online Platform,Product_4,12
3,Online Platform,Product_5,11
3,Online Platform,Product_6,7
3,Online Platform,Product_7,9
3,Online Platform,Product_8,7
3,Online Platform,Product_9,7
3,Online Platform,Product_10,11
3,Online Platform,Product_11,7
3,Online Platform,Product_12,10
3,Online Platform,Product_13,12
3,Online Platform,Product_14,11
3,Online Platform,Product_15,16
3,Online Platform,Product_16,6
3,Online Platform,Product_17,7
3,Online Platform,Product_18,10
3,Online Platform,Product_19,10
3,Online Platform,Product_20,11
4,Store_1,Product_1,14
4,Store_1,Product_2,13
4,Store_1,Product_3,10
4,Store_1,Product_4,7
4,Store_1,Product_5,9
4,Store_1,Product_6,7
4,Store_1,Product_7,12
4,Store_1,Product_8,7
4,Store_1,Product_9,13
4,Store_1,Product_10,9
4,Store_1,Product_11,6
4,Store_1,Product_12,9
4,Store_1,Product_13,11
4,Store_1,Product_14,2
4,Store_1,Product_15,9
4,Store_1,Product_16,5
4,Store_1,Product_17,1
4,Store_1,Product_18,4
4,Store_1,Product_19,11
4,Store_1,Product_20,11
4,Store_2,Product_1,1
4,Store_2,Product_2,13
4,Store_2,Product_3,4
4,Store_2,Product_4,8
4,Store_2,Product_5,10
4,Store_2,Product_6,6
4,Store_2,Product_7,9
4,Store_2,Product_8,7
4,Store_2,Product_9,16
4,Store_2,Product_10,9
4,Store_2,Product_11,13
4,Store_2,Product_12,9
4,Store_2,Product_13,9
4,Store_2,Product_14,11
4,Store_2,Product_15,9
4,Store_2,Product_16,14
4,Store_2,Product_17,10
4,Store_2,Product_18,16
4,Store_2,Product_19,9
4,Store_2,Product_20,14
4,Store_3,Product_1,13
4,Store_3,Product_2,10
4,Store_3,Product_3,10
4,Store_3,Product_4,12
4,Store_3,Product_5,2
4,Store_3,Product_6,6
4,Store_3,Product_7,4
4,Store_3,Product_8,8
4,Store_3,Product_9,7
4,Store_3,Product_10,13
4,Store_3,Product_11,13
4,Store_3,Product_12,3
4,Store_3,Product_13,6
4,Store_3,Product_14,9
4,Store_3,Product_15,13
4,Store_3,Product_16,7
4,Store_3,Product_17,11
4,Store_3,Product_18,11
4,Store_3,Product_19,1
4,Store_3,Product_20,6
4,Store_4,Product_1,11
4,Store_4,Product_2,12
4,Store_4,Product_3,12
4,Store_4,Product_4,5
4,Store_4,Product_5,7
4,Store_4,Product_6,12
4,Store_4,Product_7,9
4,Store_4,Product_8,10
4,Store_4,Product_9,10
4,Store_4,Product_10,10
4,Store_4,Product_11,13
4,Store_4,Product_12,3
4,Store_4,Product_13,1
4,Store_4,Product_14,5
4,Store_4,Product_15,14
4,Store_4,Product_16,3
4,Store_4,Product_17,4
4,Store_4,Product_18,15
4,Store_4,Product_19,10
4,Store_4,Product_20,11
4,Store_5,Product_1,9
4,Store_5,Product_2,18
4,Store_5,Product_3,10
4,Store_5,Product_4,13
4,Store_5,Product_5,11
4,Store_5,Product_6,9
4,Store_5,Product_7,10
4,Store_5,Product_8,8
4,Store_5,Product_9,15
4,Store_5,Product_10,7
4,Store_5,Product_11,6
4,Store_5,Product_12,11
4,Store_5,Product_13,14
4,Store_5,Product_14,12
4,Store_5,Product_15,9
4,Store_5,Product_16,10
4,Store_5,Product_17,15
4,Store_5,Product_18,12
4,Store_5,Product_19,10
4,Store_5,Product_20,8
4,Store_6,Product_1,13
4,Store_6,Product_2,9
4,Store_6,Product_3,13
4,Store_6,Product_4,13
4,Store_6,Product_5,7
4,Store_6,Product_6,8
4,Store_6,Product_7,12
4,Store_6,Product_8,11
4,Store_6,Product_9,14
4,Store_6,Product_10,6
4,Store_6,Product_11,8
4,Store_6,Product_12,4
4,Store_6,Product_13,0
4,Store_6,Product_14,7
4,Store_6,Product_15,11
4,Store_6,Product_16,10
4,Store_6,Product_17,7
4,Store_6,Product_18,8
4,Store_6,Product_19,7
4,Store_6,Product_20,15
4,Store_7,Product_1,11
4,Store_7,Product_2,9
4,Store_7,Product_3,4
4,Store_7,Product_4,5
4,Store_7,Product_5,15
4,Store_7,Product_6,6
4,Store_7,Product_7,15
4,Store_7,Product_8,13
4,Store_7,Product_9,8
4,Store_7,Product_10,8
4,Store_7,Product_11,10
4,Store_7,Product_12,7
4,Store_7,Product_13,10
4,Store_7,Product_14,11
4,Store_7,Product_15,8
4,Store_7,Product_16,7
4,Store_7,Product_17,7
4,Store_7,Product_18,10
4,Store_7,Product_19,5
4,Store_7,Product_20,15
4,Store_8,Product_1,11
4,Store_8,Product_2,9
4,Store_8,Product_3,9
4,Store_8,Product_4,9
4,Store_8,Product_5,11
4,Store_8,Product_6,2
4,Store_8,Product_7,0
4,Store_8,Product_8,4
4,Store_8,Product_9,11
4,Store_8,Product_10,10
4,Store_8,Product_11,4
4,Store_8,Product_12,8
4,Store_8,Product_13,3
4,Store_8,Product_14,8
4,Store_8,Product_15,7
4,Store_8,Product_16,8
4,Store_8,Product_17,10
4,Store_8,Product_18,2
4,Store_8,Product_19,8
4,Store_8,Product_20,11
4,Store_9,Product_1,9
4,Store_9,Product_2,11
4,Store_9,Product_3,3
4,Store_9,Product_4,14
4,Store_9,Product_5,6
4,Store_9,Product_6,9
4,Store_9,Product_7,9
4,Store_9,Product_8,12
4,Store_9,Product_9,8
4,Store_9,Product_10,12
4,Store_9,Product_11,3
4,Store_9,Product_12,4
4,Store_9,Product_13,12
4,Store_9,Product_14,9
4,Store_9,Product_15,9
4,Store_9,Product_16,9
4,Store_9,Product_17,4
4,Store_9,Product_18,12
4,Store_9,Product_19,9
4,Store_9,Product_20,15
4,Store_10,Product_1,5
4,Store_10,Product_2,6
4,Store_10,Product_3,4
4,Store_10,Product_4,6
4,Store_10,Product_5,9
4,Store_10,Product_6,10
4,Store_10,Product_7,2
4,Store_10,Product_8,10
4,Store_10,Product_9,12
4,Store_10,Product_10,9
4,Store_10,Product_11,8
4,Store_10,Product_12,13
4,Store_10,Product_13,0
4,Store_10,Product_14,11
4,Store_10,Product_15,11
4,Store_10,Product_16,12
4,Store_10,Product_17,2
4,Store_10,Product_18,8
4,Store_10,Product_19,11
4,Store_10,Product_20,4
4,Online Platform,Product_1,8
4,Online Platform,Product_2,11
4,Online Platform,Product_3,9
4,Online Platform,Product_4,6
4,Online Platform,Product_5,18
4,Online Platform,Product_6,2
4,Online Platform,Product_7,9
4,Online Platform,Product_8,10
4,Online Platform,Product_9,15
4,Online Platform,Product_10,17
4,Online Platform,Product_11,9
4,Online Platform,Product_12,8
4,Online Platform,Product_13,6
4,Online Platform,Product_14,10
4,Online Platform,Product_15,14
4,Online Platform,Product_16,8
4,Online Platform,Product_17,7
4,Online Platform,Product_18,8
4,Online Platform,Product_19,8
4,Online Platform,Product_20,6
5,Store_1,Product_1,11
5,Store_1,Product_2,14
5,Store_1,Product_3,11
5,Store_1,Product_4,7
5,Store_1,Product_5,10
5,Store_1,Product_6,12
5,Store_1,Product_7,14
5,Store_1,Product_8,13
5,Store_1,Product_9,13
5,Store_1,Product_10,6
5,Store_1,Product_11,14
5,Store_1,Product_12,9
5,Store_1,Product_13,7
5,Store_1,Product_14,2
5,Store_1,Product_15,10
5,Store_1,Product_16,9
5,Store_1,Product_17,1
5,Store_1,Product_18,17
5,Store_1,Product_19,9
5,Store_1,Product_20,15
5,Store_2,Product_1,1
5,Store_2,Product_2,10
5,Store_2,Product_3,16
5,Store_2,Product_4,10
5,Store_2,Product_5,12
5,Store_2,Product_6,6
5,Store_2,Product_7,9
5,Store_2,Product_8,8
5,Store_2,Product_9,18
5,Store_2,Product_10,13
5,Store_2,Product_11,6
5,Store_2,Product_12,11
5,Store_2,Product_13,10
5,Store_2,Product_14,9
5,Store_2,Product_15,4
5,Store_2,Product_16,17
5,Store_2,Product_17,14
5,Store_2,Product_18,8
5,Store_2,Product_19,10
5,Store_2,Product_20,12
5,Store_3,Product_1,4
5,Store_3,Product_2,8
5,Store_3,Product_3,8
5,Store_3,Product_4,16
5,Store_3,Product_5,2
5,Store_3,Product_6,10
5,Store_3,Product_7,6
5,Store_3,Product_8,11
5,Store_3,Product_9,15
5,Store_3,Product_10,9
5,Store_3,Product_11,11
5,Store_3,Product_12,3
5,Store_3,Product_13,13
5,Store_3,Product_14,10
5,Store_3,Product_15,13
5,Store_3,Product_16,8
5,Store_3,Product_17,6
5,Store_3,Product_18,8
5,Store_3,Product_19,1
5,Store_3,Product_20,8
5,Store_4,Product_1,12
5,Store_4,Product_2,5
5,Store_4,Product_3,8
5,Store_4,Product_4,8
5,Store_4,Product_5,7
5,Store_4,Product_6,15
5,Store_4,Product_7,18
5,Store_4,Product_8,12
5,Store_4,Product_9,9
5,Store_4,Product_10,12
5,Store_4,Product_11,12
5,Store_4,Product_12,3
5,Store_4,Product_13,1
5,Store_4,Product_14,5
5,Store_4,Product_15,10
5,Store_4,Product_16,3
5,Store_4,Product_17,9
5,Store_4,Product_18,14
5,Store_4,Product_19,11
5,Store_4,Product_20,14
5,Store_5,Product_1,12
5,Store_5,Product_2,8
5,Store_5,Product_3,11
5,Store_5,Product_4,8
5,Store_5,Product_5,9
5,Store_5,Product_6,8
5,Store_5,Product_7,4
5,Store_5,Product_8,10
5,Store_5,Product_9,14
5,Store_5,Product_10,9
5,Store_5,Product_11,9
5,Store_5,Product_12,9
5,Store_5,Product_13,11
5,Store_5,Product_14,10
5,Store_5,Product_15,8
5,Store_5,Product_16,13
5,Store_5,Product_17,21
5,Store_5,Product_18,13
5,Store_5,Product_19,8
5,Store_5,Product_20,8
5,Store_6,Product_1,10
5,Store_6,Product_2,9
5,Store_6,Product_3,8
5,Store_6,Product_4,10
5,Store_6,Product_5,8
5,Store_6,Product_6,7
5,Store_6,Product_7,10
5,Store_6,Product_8,10
5,Store_6,Product_9,4
5,Store_6,Product_10,7
5,Store_6,Product_11,6
